No,Probeset,GeneSymbole,GeneID,hpBECs,hpBECs + HA,hCMEC/D3,hCMEC/D3 + HA
370,1552773_at,CLEC4D,338339,3.1398,3.089775,3.203225,3.31925
371,1552774_a_at,SLC25A27,9481,3.08365,2.991975,2.9631,2.959475
372,1552775_at,GPRC6A,222545,4.33425,4.359,4.167625,4.17335
373,1552777_a_at,RAET1E,135250,3.033425,3.042925,3.2138,3.1435
374,1552779_a_at,SLC44A5,204962,2.87605,2.950925,2.72375,2.5552
375,1552782_at,SLC44A5,204962,4.173225,3.898575,3.470325,3.3105
376,1552783_at,ZNF417,147687,2.334725,2.27985,2.325525,2.427675
377,1552785_at,ZNF781,163115,2.475825,2.361125,2.57995,2.734275
378,1552787_at,HELB,92797,3.414325,3.433325,3.487875,3.328425
379,1552788_a_at,HELB,92797,4.32445,4.4513,4.5058,4.5576
380,1552789_at,SEC62,7095,5.58795,5.66725,5.640775,6.046875
381,1552790_a_at,SEC62,7095,7.3829,7.5518,7.203175,7.60915
382,1552791_a_at,TRDN,10345,2.32235,2.16475,2.29745,2.199825
383,1552792_at,SOCS4,122809,3.273775,3.1872,4.030625,4.176925
384,1552793_at,C8orf31,286122,3.440375,3.46865,3.35045,3.3413
385,1552794_a_at,ZNF547,284306,3.7335,3.3636,2.95955,2.90195
386,1552796_a_at,SIM1,6492,3.242575,3.3284,3.126325,3.12975
387,1552797_s_at,PROM2,150696,2.64015,2.534775,2.5511,2.546975
388,1552798_a_at,TLR4,7099,6.335825,6.220625,6.669925,6.3583
389,1552799_at,TSNARE1,203062,3.316675,3.50085,3.183225,3.326125
390,1552800_at,ABHD11,83451,5.88445,5.720825,5.680475,5.676925
391,1552801_at,CAPN13,92291,2.358325,2.3754,2.316925,2.277675
392,1552803_a_at,STMN1,3925,2.8896,2.7175,2.707875,2.751625
393,1552804_a_at,TIRAP,114609,5.26525,5.214775,4.94125,5.014525
394,1552806_a_at,NA,NA,3.02725,3.183675,3.046475,3.096025
395,1552807_a_at,NA,NA,4.3123,4.1819,4.2155,4.2461
396,1552808_at,ADAMTSL1,92949,2.55235,2.6503,2.5443,2.563675
397,1552809_at,RFX4,5992,2.594,2.68965,2.5313,2.667175
398,1552811_at,WFIKKN1,117166,5.83455,5.7942,5.54195,5.52365
399,1552812_a_at,SENP1,29843,4.1634,4.16715,5.1172,5.24965
400,1552813_at,KLF14,136259,4.33355,4.209125,4.066575,4.07955
401,1552814_a_at,KLF14,136259,2.84035,2.84095,2.85345,2.745125
402,1552816_at,NXNL2,158046,3.276025,3.074775,2.88625,2.92165
403,1552818_a_at,BRS3,680,2.645,2.7449,2.6126,2.571225
404,1552819_at,NCRNA00205,257103,4.02835,4.0498,3.7913,3.9687
405,1552822_at,TMX3,54495,2.9761,3.14075,2.8838,2.83545
406,1552825_at,ZNF396,252884,2.25775,2.191875,2.34645,2.279775
407,1552826_at,SLC26A7,115111,2.21945,2.081325,2.02035,2.0838
408,1552827_s_at,SLC26A7,115111,2.60225,2.72235,2.5707,2.533725
409,1552828_at,SNX18,112574,4.319525,4.384675,4.37315,4.38445
410,1552829_at,NA,NA,4.03135,4.13355,3.99605,3.967975
411,1552830_at,FBXO39,162517,3.903975,3.864125,3.58485,3.66515
412,1552833_at,B3GNT6,192134,4.373875,4.5119,4.321375,4.2802
413,1552834_at,B3GNT6,192134,4.75165,4.737575,4.577075,4.660675
414,1552835_at,DENND1B,163486,2.68465,2.608925,2.648525,2.609075
415,1552836_at,ZNF619,285267,5.00365,5.0719,5.19885,5.41615
416,1552837_at,ICK,22858,2.03905,2.073025,2.020275,1.916475
417,1552839_at,FAM71D,161142,2.6495,2.626725,2.4388,2.6122
418,1552841_s_at,BCL2L14,79370,2.817575,2.877725,2.64615,2.555975
419,1552842_at,HS6ST3,266722,3.31785,3.403725,3.44265,3.5179
420,1552843_at,SLC26A1,10861,2.8022,2.903475,2.794425,2.8079
421,1552845_at,CLDN15,24146,6.024825,5.906325,5.56935,5.4916
422,1552846_s_at,RAB42,115273,5.41245,5.287625,6.400225,6.0932
423,1552848_a_at,PTCHD1,139411,2.598575,2.7516,2.68535,2.878075
424,1552849_at,C2orf65,130951,2.14605,2.138175,2.141175,2.1563
425,1552851_at,ZSCAN4,201516,2.394525,2.40125,2.457725,2.33965
426,1552852_a_at,ZSCAN4,201516,2.7249,2.761775,2.559025,2.49815
427,1552853_at,VWA5B1,127731,3.657775,3.85525,3.5152,3.469225
428,1552854_a_at,VWA5B1,127731,3.6741,3.807375,3.637675,3.67155
429,1552856_at,TMEM148,197196,2.7398,2.833175,2.86245,2.90805
430,1552857_a_at,HTR6,3362,3.1574,3.337875,2.99825,2.993225
431,1552858_at,MAGEB6,158809,1.968075,1.918,2.146275,2.1478
432,1552860_at,TCEB3C,162699,2.7876,2.869175,2.8721,2.8233
433,1552862_at,C1orf104,284618,5.975275,5.801925,5.77985,5.683675
434,1552863_a_at,CACNG6,59285,6.117575,6.09795,6.228725,6.13075
435,1552865_a_at,IFLTD1,160492,4.0289,4.164775,4.1677,4.21465
436,1552867_at,NA,NA,3.57615,3.650125,3.71245,3.38545
437,1552868_at,C19orf23,148046,5.571175,5.5596,5.479875,5.514
438,1552870_s_at,C1orf125,126859,2.120675,2.162825,2.1395,2.06745
439,1552872_at,NCRNA00105,80161,4.7483,4.73025,3.87525,3.7165
440,1552873_s_at,NCRNA00105,80161,5.519525,5.5498,5.587175,5.566325
441,1552875_a_at,CD200R1,131450,2.1994,2.302125,2.13885,2.0585
442,1552876_at,C21orf89,114042,2.538,2.617775,2.727175,2.666375
443,1552877_s_at,C21orf89,114042,4.697275,4.804875,4.55205,4.75155
444,1552878_at,ATOH7,220202,2.2296,2.21485,2.105325,2.105625
445,1552879_a_at,ATOH7,220202,2.823225,2.85475,2.926775,2.833125
446,1552880_at,SEC16B,89866,2.437575,2.3964,2.448225,2.38725
447,1552882_a_at,FAM123B,139285,3.2414,3.1513,3.3118,3.52155
448,1552884_at,NKX6-3,157848,3.497525,3.5286,3.18005,3.3297
449,1552885_a_at,NKX6-3,157848,5.3235,5.2372,5.23645,5.0863
450,1552887_at,C10orf27,219793,3.4035,3.33195,3.054375,3.21195
451,1552889_a_at,EXOC3L2,90332,6.455225,6.526975,6.160025,6.213225
452,1552890_a_at,CABP4,57010,4.40845,4.4257,4.8461,4.7408
453,1552892_at,TNFRSF13C,115650,5.117025,5.176625,5.2358,5.21895
454,1552893_at,CAMK2N2,94032,5.4025,5.4046,5.4616,5.451925
455,1552895_a_at,C21orf99,149992,2.77135,2.829425,2.979575,3.06405
456,1552897_a_at,KCNG3,170850,2.32965,2.347325,2.2666,2.4622
457,1552898_a_at,KCNG3,170850,2.447,2.527075,2.375625,2.42705
458,1552899_at,RP4-662A9.2,154089,2.538125,2.492775,2.334275,2.289175
459,1552900_a_at,RP4-662A9.2,154089,2.50875,2.426625,2.3583,2.4075
460,1552902_a_at,FOXP2,93986,3.59975,3.516625,3.295625,3.264175
461,1552903_at,B4GALNT2,124872,3.407725,3.21235,3.25945,3.1779
462,1552904_at,NETO1,81832,2.13185,2.15765,2.01885,1.983675
463,1552906_at,FMR1NB,158521,2.042175,2.132125,2.065225,1.9494
464,1552908_at,C1orf150,148823,2.6172,2.428975,2.804,2.809725
465,1552910_at,SIGLEC11,114132,2.806075,2.7217,2.728725,2.669125
466,1552911_at,SIGLEC11,114132,3.203125,3.45965,3.16705,3.1274
467,1552912_a_at,IL23R,149233,2.250275,2.267475,2.2733,2.24245
468,1552913_at,MAGEB18,286514,1.9356,2.077925,1.9619,1.97475
469,1552914_a_at,CD276,80381,4.3821,4.473075,4.273525,4.2138
470,1552915_at,IL28A,282616,3.41455,3.178425,3.221325,3.289575
471,1552917_at,IL29,282618,3.807075,3.947725,3.680475,3.713525
472,1552919_at,C4orf36,132989,2.402,2.4717,2.487325,2.444775
473,1552921_a_at,FIGNL1,63979,5.6359,5.66825,7.659475,7.592425
474,1552922_at,RIMS1,22999,2.469125,2.41865,2.482,2.343175
475,1552923_a_at,PITPNM2,57605,3.737,3.591875,3.554075,3.47215
476,1552924_a_at,PITPNM2,57605,3.818675,3.8103,4.11195,4.0566
477,1552925_at,PCDH10,57575,6.3128,6.3734,3.594875,3.658475
478,1552927_at,TAB3,257397,2.73215,2.7019,2.763025,2.794075
479,1552928_s_at,TAB3,257397,2.624475,2.527575,2.745725,2.811525
480,1552929_at,GRK7,131890,2.6617,2.682375,2.492075,2.547425
481,1552930_at,MMEL1,79258,5.15855,5.11475,5.215075,5.17125
482,1552931_a_at,PDE8A,5151,5.2304,5.530875,5.75905,5.820425
483,1552932_at,NLRP6,171389,2.97825,2.982825,3.06945,2.957475
484,1552933_at,AKNAD1,254268,2.829775,2.858875,2.6729,2.735475
485,1552935_at,ZCCHC5,203430,4.51225,4.5193,4.62365,4.608525
486,1552937_s_at,ATRIP,84126,5.4751,5.533975,5.89725,5.874975
487,1552938_at,ZIC5,85416,3.02095,3.0276,2.852925,2.8228
488,1552939_at,ANGPT1,284,2.0385,2.10815,2.093275,1.998675
489,1552940_at,TEDDM1,127670,2.45535,2.45825,2.329725,2.411425
490,1552942_at,FLJ30430,149373,4.29825,4.3511,3.869125,3.995375
491,1552943_at,GABRG1,2565,2.149875,2.210775,2.29685,2.25845
492,1552944_a_at,PANX2,56666,5.581775,5.63945,5.44355,5.526325
493,1552946_at,ZNF114,163071,3.8737,3.90335,4.4797,4.55335
494,1552947_x_at,ZNF114,163071,3.83775,4.002075,4.3142,4.38775
495,1552948_at,CCDC27,148870,4.775625,4.92625,4.65335,4.53355
496,1552950_at,C15orf26,161502,2.189725,2.2251,2.262,2.3004
497,1552952_at,RBMY2FP,159162,2.5023,2.540875,2.54355,2.5671
498,1552953_a_at,NEUROD2,4761,4.87705,4.80695,4.77385,4.712575
499,1552954_at,C5orf17,439936,3.1126,3.12455,3.205525,3.096575
500,1552955_at,NA,NA,4.410975,4.57305,4.45365,4.549725
501,1552957_at,DNAH6,1768,2.1945,2.333625,2.54655,2.3815
502,1552960_at,LRRC15,131578,4.445375,4.4397,4.355075,4.5264
503,1552961_at,NA,NA,3.6797,3.648775,3.60725,3.659125
504,1552964_at,C10orf93,255352,4.178425,4.134825,4.11335,4.02645
505,1552965_a_at,B3GNT7,93010,3.336375,3.25245,3.2657,3.1533
506,1552967_at,ZNF645,158506,3.855975,3.772475,3.5575,3.596325
507,1552969_a_at,ZMYM6,9204,2.68675,2.6317,2.757125,2.597625
508,1552970_s_at,ZMYM6,9204,2.648925,2.819875,2.7309,2.784175
509,1552971_at,SGCZ,137868,2.6091,2.777875,2.6523,2.7049
510,1552972_at,NA,NA,1.8857,1.799775,2.01065,1.966375
511,1552973_at,WNT9B,7484,3.2302,3.19615,3.154725,3.0824
512,1552974_at,NA,NA,2.1402,2.1958,2.00825,2.01775
513,1552975_x_at,NA,NA,3.028375,3.035475,2.998925,2.880775
514,1552976_at,DNAJB13,374407,3.998475,3.896475,3.7189,3.7445
515,1552977_a_at,CNPY3,10695,7.028925,7.0066,7.727225,7.682075
516,1552978_a_at,SCAMP1,9522,7.4867,7.46515,7.834,7.7575
517,1552979_at,C2orf52,151477,2.439775,2.459175,2.65245,2.59675
518,1552980_at,HAS3,3038,4.14775,3.94855,4.18545,4.066925
519,1552982_a_at,FGF4,2249,3.320625,3.447425,3.275875,3.309575
520,1552985_at,SLC30A8,169026,3.7807,3.659975,3.3375,3.60695
521,1552986_at,LOC142937,142937,3.96615,4.069425,4.02815,3.982
522,1552987_a_at,MGC42157,439933,1.97985,1.89805,1.871775,1.948675
523,1552988_at,C11orf65,160140,2.297675,2.211175,2.22505,2.193825
524,1552990_at,FAM71E2,284418,3.1331,3.13465,2.8687,2.843675
525,1552991_at,OR5P2,120065,2.8531,2.701875,2.77185,2.81875
526,1552993_at,DYDC1,143241,2.23435,2.216975,2.241275,2.1311
527,1552995_at,IL27,246778,5.303125,5.287475,5.124525,5.174275
528,1552997_a_at,IQCF1,132141,4.6885,4.646775,4.615225,4.54605
529,1552998_at,DEFB125,245938,2.642775,2.67395,2.6061,2.803225
530,1552999_a_at,WFDC10B,280664,3.206325,3.19245,3.230425,3.202425
531,1553002_at,NA,NA,2.781975,2.7577,2.72255,2.7754
532,1553003_at,PKHD1,5314,3.10015,2.936625,3.032375,2.907
533,1553004_at,PKD1L1,168507,3.176925,3.259475,2.966125,3.022275
534,1553006_at,GPR112,139378,3.3574,3.32105,3.189225,3.296925
535,1553007_a_at,ODZ1,10178,3.39255,3.315775,3.5201,3.404075
536,1553009_s_at,REXO1L1,254958,3.6928,3.5981,3.45665,3.488375
537,1553011_at,TAF1L,138474,3.37785,3.41635,3.53165,3.3131
538,1553013_at,CNTNAP5,129684,2.59465,2.537875,2.487325,2.5889
539,1553015_a_at,RECQL4,9401,6.441425,6.4813,7.61,7.580125
540,1553016_at,GPR113,165082,4.091625,4.135775,3.97555,3.970525
541,1553019_at,TMC2,117532,4.54295,4.586075,4.558775,4.543075
542,1553020_at,SMCR5,140771,2.870875,2.693775,2.7948,2.632
543,1553021_s_at,BICD2,23299,4.687425,4.685475,4.54425,4.519725
544,1553022_at,ZIM3,114026,2.3337,2.38915,2.3212,2.1795
545,1553023_a_at,NOX5,79400,3.275775,3.3093,3.357975,3.3335
546,1553024_at,G30,282706,2.1529,2.275625,2.25615,2.178275
547,1553025_at,GPR126,57211,2.4523,2.568425,2.482475,2.35885
548,1553027_a_at,KLHL4,56062,5.735075,5.7699,5.194975,4.8901
549,1553028_at,GPR156,165829,3.570675,3.785075,3.4767,3.4947
550,1553030_a_at,SUOX,6821,5.3878,5.416175,5.112475,5.073725
551,1553031_at,GPR115,221393,3.682175,3.851525,3.74625,3.689825
552,1553032_at,IL31RA,133396,2.5641,2.704325,2.509125,2.5334
553,1553033_at,SYTL5,94122,2.723175,2.770375,2.6839,2.758825
554,1553034_at,SDCCAG8,10806,5.623925,5.77415,4.84135,4.675725
555,1553036_at,GPR111,222611,2.47625,2.608325,2.55315,2.51265
556,1553037_a_at,SYN2,6854,2.807625,2.86865,2.600675,2.670525
557,1553039_a_at,ASB10,136371,7.03285,7.093125,6.84685,6.79745
558,1553041_at,HTR3C,170572,3.77335,3.8873,3.652825,3.66435
559,1553042_a_at,NFKBID,84807,4.851775,4.898975,4.86745,4.694725
560,1553043_a_at,CD300LF,146722,3.0926,3.16695,3.203425,3.0742
561,1553044_at,GJA10,84694,3.586425,3.53645,3.445475,3.52225
562,1553045_at,WNT9A,7483,4.108025,4.2319,4.1751,4.053
563,1553046_s_at,GAL3ST2,64090,5.8835,5.86565,5.58715,5.58315
564,1553047_at,PIP4K2B,8396,5.42745,5.334975,5.3208,5.327725
565,1553048_a_at,PIP4K2B,8396,5.8574,5.83155,5.753425,5.90715
566,1553051_s_at,ODF3,113746,3.6279,3.63465,3.65735,3.626325
567,1553052_at,WFDC13,164237,2.3905,2.4968,2.51645,2.54765
568,1553053_at,C14orf48,256369,3.3209,3.317675,3.24665,3.3335
569,1553055_a_at,SLFN5,162394,3.440225,3.207625,4.059225,3.696275
570,1553057_at,SERPINB12,89777,3.42695,3.5245,3.260325,3.4102
571,1553058_at,GIPC3,126326,3.488425,3.439675,3.42375,3.44985
572,1553059_at,PGLYRP3,114771,2.786825,2.845575,2.75275,2.6936
573,1553060_at,PSKH2,85481,4.185225,4.16145,4.073575,4.097925
574,1553061_at,OR6W1P,89883,3.503525,3.38605,3.282175,3.441675
575,1553062_at,MOGAT1,116255,4.038425,4.129475,4.0835,4.01015
576,1553063_at,GPR78,27201,4.26985,4.302525,4.1536,4.006225
577,1553064_at,H1FOO,132243,4.446525,4.42605,4.467,4.505875
578,1553066_at,TAAR9,134860,3.182625,3.281125,3.407325,3.404025
579,1553067_a_at,GNRHR2,114814,4.1959,4.17065,4.1707,4.180575
580,1553069_at,C21orf87,257357,2.991425,2.90315,2.7987,2.7932
581,1553070_a_at,MYOZ3,91977,3.369925,3.238475,3.11265,3.378175
582,1553071_a_at,MYOZ3,91977,3.471575,3.607375,3.5391,3.706025
583,1553072_at,BNIPL,149428,3.381825,3.4016,3.374375,3.257275
584,1553074_at,ASB11,140456,3.21745,3.1005,3.132625,3.041375
585,1553075_a_at,OFCC1,266553,2.176325,2.191325,2.154825,2.233425
586,1553076_at,OFCC1,266553,2.823725,2.844875,2.952225,2.8762
587,1553077_at,SDR9C7,121214,2.365125,2.434375,2.4878,2.48895
588,1553078_at,OR5P3,120066,3.050325,3.007025,3.11255,3.169225
589,1553079_at,TRIM40,135644,2.673225,2.698275,2.696075,2.7094
590,1553080_at,CSN1S2A,286828,3.081775,3.1371,2.944225,2.91395
591,1553081_at,WFDC12,128488,5.74425,5.6015,5.541275,5.663
592,1553082_at,CRYGN,155051,3.046225,3.0957,2.89375,3.013675
593,1553083_at,NA,NA,3.854875,3.733675,3.573125,3.6731
594,1553084_at,STARD6,147323,3.13925,3.176675,2.995625,3.0065
595,1553086_at,C11orf40,143501,2.646525,2.7148,2.57725,2.7049
596,1553087_at,C18orf12,84322,3.688025,3.58615,3.4402,3.591475
597,1553088_a_at,BCL2L11,10018,6.04145,6.018225,5.89195,5.918875
598,1553089_a_at,WFDC2,10406,3.64705,3.61885,3.68045,3.625575
599,1553093_a_at,DEFB119,245932,2.934425,2.959075,2.88615,2.916275
600,1553094_at,TAC4,255061,3.8478,3.811,4.00385,3.990625
601,1553096_s_at,BCL2L11,10018,6.5584,6.47885,6.5534,6.601625
602,1553099_at,TIGD1,200765,6.300025,6.258325,6.537425,6.570225
603,1553101_a_at,ALKBH5,54890,7.769225,7.69155,8.1041,8.19745
604,1553102_a_at,CCDC69,26112,6.54325,6.2215,6.809925,6.43125
605,1553103_at,NFX1,4799,7.51345,7.528675,8.083025,7.96415
606,1553105_s_at,DSG2,1829,2.587675,2.604775,2.5489,2.615175
607,1553106_at,C5orf24,134553,6.961575,6.655325,6.952875,7.016825
608,1553107_s_at,C5orf24,134553,7.48725,7.37285,7.4265,7.417225
609,1553108_at,C5orf24,134553,5.866525,5.847325,6.0932,6.142675
610,1553111_a_at,KBTBD6,89890,5.972625,6.026775,6.546975,6.715075
611,1553112_s_at,CDK8,1024,5.861825,5.90215,5.91055,5.8891
612,1553113_s_at,CDK8,1024,7.297675,7.308775,7.278475,7.23015
613,1553114_a_at,PTK6,5753,4.51205,4.710825,4.5313,4.53935
614,1553115_at,NKD1,85407,4.24105,4.239675,4.2192,4.09715
615,1553117_a_at,STK38,11329,6.857775,6.731575,7.17555,7.14035
616,1553118_at,THEM4,117145,7.31245,7.22615,6.3194,6.3462
617,1553120_at,CLSPN,63967,3.01125,3.05505,4.9149,4.96425
618,1553122_s_at,RBAK,57786,3.0578,2.9989,3.152775,2.85795
619,1553123_at,WDR62,284403,3.498625,3.4618,3.510825,3.47415
620,1553125_x_at,WDR62,284403,3.475375,3.575075,3.7395,3.63965
621,1553126_a_at,SLC39A12,221074,2.09835,2.18075,2.215325,2.2902
622,1553127_a_at,RNF168,165918,2.768625,2.945425,2.8423,2.990325
623,1553129_at,SVEP1,79987,2.23245,2.146025,2.602575,2.54415
624,1553130_at,PRO0461,652276,5.258025,5.312175,5.094825,5.172925
625,1553131_a_at,GATA4,2626,5.712825,5.566575,5.557775,5.6276
626,1553132_a_at,TC2N,123036,2.015925,2.01455,2.0407,2.044075
627,1553133_at,C9orf72,203228,3.651425,3.71635,3.942825,3.79235
628,1553134_s_at,C9orf72,203228,2.124125,2.288425,2.1562,2.3316
629,1553136_at,KCTD18,130535,6.051275,5.998075,5.9215,5.88975
630,1553137_s_at,KLF11,8462,3.174425,3.18765,3.45245,3.458075
631,1553138_a_at,ANKLE1,126549,3.648325,3.683325,5.3513,5.454125
632,1553139_s_at,PLXNA3,55558,3.916375,3.7922,3.63605,3.706825
633,1553140_at,PELO,53918,2.8423,2.908775,3.516275,3.5793
634,1553141_at,C13orf31,144811,3.417875,3.39605,3.12755,3.087925
635,1553142_at,C13orf31,144811,2.730775,2.58235,2.6659,2.57035
636,1553145_at,FLJ39653,202020,4.40795,4.51945,3.490025,3.3837
637,1553146_at,C3orf30,152405,2.535925,2.4151,2.418,2.3928
638,1553147_at,RANBP3L,202151,2.18805,2.149575,2.09835,2.226775
639,1553148_a_at,SNX13,23161,5.02265,5.26685,5.6023,5.475625
640,1553150_at,KDM1B,221656,2.2407,2.48905,2.48365,2.4673
641,1553151_at,ATP6V0D2,245972,2.965125,2.859675,2.935825,3.089925
642,1553153_at,ATP6V0D2,245972,4.107075,4.044225,4.0497,4.171325
643,1553155_x_at,ATP6V0D2,245972,3.275,3.191325,3.3271,3.298475
644,1553156_at,LHX4,89884,5.134075,5.085875,4.9034,4.89425
645,1553157_at,LHX4,89884,3.2962,3.21915,3.183325,3.2479
646,1553158_at,C3orf34,84984,4.689775,4.593375,4.830075,4.7298
647,1553159_at,DNAH11,8701,5.170675,5.11355,5.0229,5.0271
648,1553162_x_at,C19orf55,148137,5.989525,5.9381,6.30935,6.3452
649,1553163_at,ADPRHL1,113622,5.1399,5.186175,5.086175,5.085025
650,1553165_at,SYNRG,11276,4.479775,4.44315,4.594975,4.52315
651,1553166_at,CDH24,64403,5.491725,5.554425,5.36325,5.391475
652,1553167_a_at,SEPSECS,51091,4.962475,4.763225,4.9401,4.792325
653,1553168_at,GRIK5,2901,4.384875,4.45025,4.2545,4.46625
654,1553169_at,LRRN4,164312,4.0401,4.213925,4.155625,4.1197
655,1553171_x_at,LRRN4,164312,3.549175,3.445375,3.449675,3.58225
656,1553172_at,ZNF777,27153,6.492325,6.5492,6.705475,6.6419
657,1553174_at,JPH2,57158,5.391325,5.4823,5.18615,5.277875
658,1553175_s_at,PDE5A,8654,3.608,3.557125,3.646075,3.70685
659,1553176_at,SH2D1B,117157,2.9778,3.012,2.914325,2.967875
660,1553177_at,SH2D1B,117157,3.313775,3.25565,3.191175,3.3809
661,1553178_a_at,SSTR3,6753,6.019725,6.062725,6.030425,5.915225
662,1553179_at,ADAMTS19,171019,2.928075,3.206425,3.334225,3.010725
663,1553180_at,ADAMTS19,171019,2.2805,2.24615,2.37235,2.371575
664,1553181_at,DDX31,64794,4.287225,4.297475,4.130525,4.14095
665,1553183_at,UMODL1,89766,2.299275,2.38525,2.398475,2.348625
666,1553185_at,RASEF,158158,7.953375,7.9359,8.019925,7.976275
667,1553186_x_at,RASEF,158158,7.571025,7.412225,7.522175,7.6049
668,1553188_s_at,PARD3B,117583,3.38545,3.37955,3.132125,3.30305
669,1553190_s_at,PARD3B,117583,5.2442,5.204375,4.9926,4.9689
670,1553191_at,DST,667,2.277625,2.2277,2.3673,2.445875
671,1553192_at,ZNF441,126068,3.01995,2.92935,3.141,3.09645
672,1553193_at,ZNF441,126068,3.5657,3.53255,3.920375,3.861575
673,1553194_at,NEGR1,257194,4.91175,5.2157,4.1885,4.454825
674,1553196_a_at,FCRL3,115352,2.9371,2.971775,2.6566,2.717
675,1553197_at,DCAF4L2,138009,2.615,2.4884,2.62815,2.70705
676,1553199_at,DCAF4L2,138009,2.196825,2.318525,2.26425,2.17425
677,1553202_at,STOX1,219736,3.184975,3.30505,5.407275,5.284275
678,1553204_at,C20orf200,253868,3.882475,3.779225,3.8694,3.85915
679,1553205_at,C20orf200,253868,5.240175,5.2122,5.024175,4.9079
680,1553207_at,ARL10,285598,4.7224,4.87035,4.734975,4.588225
681,1553208_s_at,ARL10,285598,2.94065,2.844725,2.8485,2.9349
682,1553209_at,RNFT2,84900,3.576025,3.655475,3.789675,3.763175
683,1553211_at,ANKFN1,162282,2.8855,2.9115,2.82595,2.894125
684,1553212_at,KRT78,196374,4.087175,4.0483,3.975325,3.9678
685,1553213_a_at,KRT78,196374,2.70875,2.607475,2.757475,2.60045
686,1553214_a_at,CCDC7,221016,1.982325,2.090275,1.957525,2.044975
687,1553215_s_at,CCDC7,221016,3.090775,2.891375,2.66495,2.6751
688,1553216_at,ZNF41,7592,3.977475,4.1504,3.9233,3.981375
689,1553217_s_at,ZNF41,7592,3.889825,3.84355,3.9081,3.865825
690,1553218_a_at,ZNF512,84450,7.62925,7.602625,7.9401,7.787175
691,1553219_a_at,AMMECR1,9949,3.750475,3.92475,3.76025,3.9308
692,1553220_at,FAM117B,150864,3.571675,3.749875,3.7402,3.87045
693,1553221_at,ZNF583,147949,4.452975,4.36665,3.814075,3.63435
694,1553222_at,OXER1,165140,6.871775,6.910325,6.681975,6.711775
695,1553224_at,LUZP1,7798,5.096,5.066275,4.7942,4.832925
696,1553225_s_at,ZNF75D,7626,4.1018,4.226375,4.45695,4.262475
697,1553226_at,NCRNA00052,145978,2.570525,2.64255,2.377775,2.488225
698,1553227_s_at,BRWD1,54014,4.967975,5.08425,5.3981,5.625125
699,1553228_at,CCDC89,220388,2.47215,2.382325,2.42805,2.412025
700,1553229_at,ZNF572,137209,4.00575,3.9691,4.8876,4.831675
701,1553232_at,FAM82A1,151393,3.435425,3.3173,3.21355,3.241175
702,1553234_at,ADAMTS18,170692,4.9311,5.2423,3.9411,4.176825
703,1553235_at,PCDHAC1,56135,4.701675,4.5819,4.426225,4.3727
704,1553237_x_at,PCDHAC1,56135,4.3554,4.33265,4.210125,4.1432
705,1553238_a_at,HIPK4,147746,5.7071,5.6397,5.7292,5.60125
706,1553239_at,FAM124A,220108,4.9912,5.1594,4.879575,4.961925
707,1553241_at,NKAIN3,286183,3.1753,3.172525,2.894425,3.053
708,1553243_at,ITIH5,80760,2.4903,2.509125,2.56835,2.515575
709,1553244_at,FANCB,2187,4.11355,4.072625,6.1243,6.30205
710,1553246_a_at,SGK196,84197,5.11685,5.144175,4.9037,5.022025
711,1553247_a_at,ZNF709,163051,3.7804,3.886375,4.0908,4.043425
712,1553248_at,CCDC57,284001,4.46595,4.589275,4.685375,4.6461
713,1553249_at,SMC1B,27127,3.209475,3.27685,3.24325,3.16805
714,1553252_a_at,BRWD3,254065,5.5816,5.861725,5.591175,5.67635
715,1553253_at,ASB16,92591,5.052175,5.1145,4.844825,4.937975
716,1553254_at,MAGEE2,139599,2.8927,2.91245,2.8426,2.84505
717,1553255_at,HERV-V1,147664,5.11685,5.07605,4.94085,5.0582
718,1553257_at,GAL3ST3,89792,5.0812,5.1293,5.1025,5.079625
719,1553258_at,FLJ30679,146512,4.46535,4.4677,4.35995,4.486625
720,1553260_s_at,ALS2CR11,151254,2.005825,2.00515,2.024475,2.155625
721,1553261_x_at,ALS2CR11,151254,2.182175,2.233225,2.024975,2.13025
722,1553262_a_at,UTS2R,2837,6.757,6.701,6.67735,6.5707
723,1553263_at,USH1G,124590,5.779,5.733875,5.5716,5.59065
724,1553264_a_at,SYN1,6853,5.121725,5.037925,4.919475,5.02875
725,1553265_at,SLC23A3,151295,4.719,4.511875,5.105525,4.7625
726,1553266_at,CNOT6L,246175,1.96315,1.9481,2.06395,1.9303
727,1553267_a_at,CNOT6L,246175,2.6472,2.7927,2.99835,2.92635
728,1553268_at,RHBDL3,162494,4.11035,4.23445,4.069825,4.01575
729,1553269_at,NA,NA,5.029375,5.0401,6.53755,6.579875
730,1553271_at,DIP2B,57609,2.4069,2.566475,2.448825,2.5104
731,1553272_at,SLC36A1,206358,4.632125,4.508775,4.504275,4.4596
732,1553274_a_at,SNRNP48,154007,6.89425,6.695825,7.00965,7.225875
