Probeset,GeneSymbole,GeneID,hpBECs,hpBECs + HA,hCMEC/D3,hCMEC/D3 + HA
226435_at,PAPLN,89932,6.285775,5.34375,6.320725,5.821125
226436_at,RASSF4,83937,4.4669,4.247975,4.777475,4.761625
226437_at,YIF1B,90522,7.286775,7.26955,7.268125,7.21285
226438_at,SNTB1,6641,5.64455,5.809725,4.042625,3.92725
226439_s_at,NBEA,26960,5.70145,5.758825,3.5384,3.483675
226440_at,DUSP22,56940,7.5223,7.57225,7.23895,7.185275
226441_at,MAP3K2,10746,5.99435,5.81195,7.1256,7.124775
226442_at,ABTB1,80325,4.42425,4.34055,4.5781,4.4474
226443_at,FAM122A,116224,6.7404,6.82145,6.91815,6.906125
226444_at,NA,NA,3.946875,3.864275,3.6157,3.7631
226445_s_at,TRIM41,90933,7.17545,7.09375,7.239525,7.24455
226446_at,HES6,55502,5.55705,5.707475,6.080925,6.11205
226447_at,ASH1L,55870,7.412575,7.44705,7.8271,7.896725
226448_at,FAM89A,375061,7.5341,7.605875,6.254775,6.170875
226449_at,CEP120,153241,7.45795,7.451775,8.2112,8.2671
226450_at,INSR,3643,6.04035,6.0383,6.04965,6.1513
226451_at,FDX1L,112812,7.7365,7.64595,7.77615,7.699875
226452_at,PDK1,5163,7.227625,7.195825,7.410975,7.612525
226453_at,RNASEH2C,84153,8.8957,8.934575,8.653375,8.717225
226454_at,Mar-09,92979,6.042275,6.0465,5.791625,5.82955
226455_at,CREB3L4,148327,5.8584,5.636125,6.72715,6.887525
226456_at,C16orf75,116028,6.20295,6.132575,9.146625,9.131675
226457_at,NA,NA,5.96855,6.01125,6.03875,6.0039
226458_at,NA,NA,6.901675,6.83675,7.0379,7.076575
226459_at,PIK3AP1,118788,3.142025,3.12395,3.133825,3.0917
226460_at,FNIP2,57600,7.1269,7.0629,8.24255,8.37675
226461_at,HOXB9,3219,4.5475,4.7159,4.29015,4.3999
226462_at,STXBP6,29091,3.534775,3.91035,5.2255,5.142175
226463_at,ATP6V1C1,528,8.588675,8.613575,8.983525,8.988475
226464_at,C3orf58,205428,10.34975,10.3155,8.7159,8.91305
226465_s_at,SON,6651,10.574825,10.54295,10.83675,10.816725
226466_s_at,FAM58A,92002,7.871725,7.89515,7.67665,7.74525
226467_at,TMCO7,79613,6.50235,6.61815,6.61045,6.7002
226468_at,NA,NA,7.77285,7.787475,7.972225,7.89275
226469_s_at,GGT7,2686,4.22025,4.243475,3.9566,3.807625
226470_at,GGT7,2686,5.0267,4.883725,4.570425,4.489975
226471_at,GGT7,2686,3.49545,3.354025,3.257575,3.263925
226472_at,PPIL4,85313,8.16015,8.1144,8.399125,8.4508
226473_at,CBX2,84733,7.12685,7.117575,6.840325,7.0058
226474_at,NLRC5,84166,5.52555,5.455525,8.496,7.859425
226475_at,FAM118A,55007,7.295925,7.196625,6.349375,6.321325
226476_s_at,VPRBP,9730,5.462425,5.4562,5.94865,5.92105
226477_at,VPRBP,9730,6.132275,6.181975,6.7062,6.72875
226478_at,TM7SF3,51768,6.31,6.174425,6.914975,6.9506
226479_at,KBTBD6,89890,7.192175,7.18825,7.67145,7.804725
226480_at,NA,NA,7.0555,7.22715,7.357,7.4696
226481_at,VPRBP,9730,7.68885,7.77545,8.4101,8.4544
226482_s_at,TSTD1,100131187,7.028725,7.01035,3.772525,4.00275
226483_at,TMEM68,137695,6.2361,6.1468,6.216275,6.431125
226484_at,ZBTB47,92999,5.857175,5.88735,5.9617,5.86405
226485_at,VSIG10,54621,8.447625,8.3151,8.586175,8.767875
226486_at,MTERFD2,130916,6.801775,6.8069,6.71625,6.761975
226487_at,C12orf34,84915,3.85215,3.725125,3.79485,3.729475
226488_at,RCCD1,91433,7.4051,7.4574,8.7966,8.82465
226489_at,TMCC3,57458,6.9327,6.98695,5.5819,5.553375
226490_at,NHSL1,57224,9.100475,9.17835,7.724325,7.909975
226491_x_at,PTBP1,5725,4.98025,5.036425,5.08095,5.0865
226492_at,SEMA6D,80031,7.437,7.134075,2.9948,3.5048
226493_at,KCTD18,130535,7.44365,7.270825,7.31145,7.2854
226494_at,KIAA1543,57662,4.656925,4.689075,4.597775,4.633375
226495_at,MAVS,57506,8.4958,8.497275,8.01785,8.131425
226496_at,ZCCHC7,84186,8.352875,8.262375,7.6411,7.7687
226497_s_at,FLT1,2321,7.901475,8.01015,7.81635,7.599275
226498_at,FLT1,2321,8.257275,8.2501,8.103625,7.883325
226499_at,NRARP,441478,9.075325,9.228525,8.727425,9.0673
226500_at,ZBTB47,92999,6.83845,6.8619,6.673975,6.76575
226501_at,XPNPEP3,63929,8.2371,8.264225,6.96925,7.16195
226502_at,ELMOD2,255520,7.72105,7.685175,6.933025,7.166875
226503_at,RIF1,55183,7.0319,7.0246,7.979625,7.995525
226504_at,FAM109B,150368,7.339475,7.286975,6.927075,6.856875
226505_x_at,USP32,84669,9.02955,8.89755,9.3048,9.334125
226506_at,THSD4,79875,7.0298,7.019975,6.98075,7.1501
226507_at,PAK1,5058,5.570325,5.57935,5.0106,5.071025
226508_at,PHC3,80012,8.748975,8.74525,9.410025,9.5236
226509_at,ZNF641,121274,5.485825,5.4962,7.078975,7.096425
226510_at,HEATR5A,25938,8.63595,8.511675,7.907525,7.840925
226511_at,DCAF10,79269,7.05235,7.024325,7.39445,7.529725
226512_at,ZMYM2,7750,6.41885,6.40135,6.6403,6.664875
226513_at,ASB7,140460,6.90005,6.940675,7.408275,7.35465
226514_at,ZNF71,58491,6.655175,6.689425,6.514175,6.433375
226515_at,CCDC127,133957,8.684775,8.647925,8.62205,8.6164
226516_at,C19orf28,126321,6.6011,6.735675,6.613925,6.4869
226517_at,BCAT1,586,11.23035,11.30035,9.95265,10.4996
226518_at,KCTD10,83892,9.447325,9.487725,8.34855,8.386075
226519_s_at,AGXT2L2,85007,7.565875,7.537325,6.763325,6.9076
226520_at,NA,NA,7.2621,7.284075,7.84425,7.67125
226521_s_at,FAM175A,84142,8.061525,8.0197,7.493675,7.517075
226522_at,PODN,127435,4.8169,4.815075,5.782025,6.60665
226523_at,TAGLN,6876,6.1041,6.02225,5.979725,6.00435
226524_at,C3orf38,285237,7.59935,7.57575,8.3168,8.22015
226525_at,STK17B,9262,7.2621,7.21345,8.36385,8.327075
226526_s_at,NA,NA,3.983525,3.940725,3.893875,3.942925
226527_at,RPRD2,23248,6.598825,6.679775,6.799225,6.91345
226528_at,MTX3,345778,6.92355,6.845025,6.8697,6.962425
226529_at,TMEM106B,54664,9.599575,9.53785,9.1831,9.299425
226530_at,BMF,90427,5.676475,5.7337,5.760875,5.78595
226531_at,ORAI1,84876,6.9307,6.96675,7.858925,7.6812
226532_at,NA,NA,7.478775,7.5082,7.591,7.654575
226533_at,HINT3,135114,5.124025,4.86205,5.53175,5.185675
226534_at,KITLG,4254,8.0168,8.000125,9.03,8.6405
226535_at,ITGB6,3694,2.4779,2.510925,2.455225,2.4666
226536_at,NSMCE2,286053,8.50485,8.529975,8.8631,8.7983
226537_at,HINT3,135114,5.446875,5.19475,5.459575,5.230025
226538_at,MAN2A1,4124,10.201375,10.15725,9.358825,9.404575
226539_s_at,NA,NA,4.315975,4.340225,4.578975,4.425075
226540_at,NA,NA,6.302175,6.3963,6.1369,5.917275
226541_at,FBXO30,84085,7.943975,8.1556,7.86925,7.7455
226542_at,NA,NA,6.14625,6.252725,6.446375,6.7891
226543_at,MUTED,63915,6.410225,6.3404,5.813675,5.701475
226544_x_at,MUTED,63915,9.44055,9.3618,9.1713,9.061275
226545_at,CD109,135228,11.0668,10.813325,10.356075,10.38795
226546_at,NA,NA,7.441775,7.4349,7.540175,7.7235
226547_at,MYST3,7994,8.387375,8.48375,8.933425,8.936275
226548_at,SBK1,388228,5.1975,5.43295,4.989125,5.19745
226549_at,SBK1,388228,4.7683,4.857775,4.644075,4.7724
226550_at,NA,NA,6.094,6.181675,6.213825,6.317375
226551_at,RIPK1,8737,6.514925,6.59125,7.158175,7.0418
226552_at,IER5L,389792,6.47035,6.498725,6.270375,6.5323
226553_at,TMPRSS2,7113,5.485175,5.40975,5.423925,5.45785
226554_at,ZBTB7A,51341,9.051775,8.9909,9.067325,9.00085
226555_at,INO80D,54891,6.9374,6.991,7.587475,7.46555
226556_at,MAP3K13,9175,8.5902,8.599075,8.79195,8.912075
226557_at,TTC5,91875,7.099975,6.9927,6.95735,6.945
226558_at,NA,NA,4.0604,4.048925,7.081325,6.998375
226559_at,IER5L,389792,6.158875,6.23205,6.379075,6.5125
226560_at,NA,NA,3.551475,3.576325,3.548025,3.4142
226561_at,AGFG1,3267,7.675075,7.718625,8.40315,8.5921
226562_at,ZSCAN29,146050,6.6431,6.693125,7.00085,6.987
226563_at,SMAD2,4087,8.044025,8.10075,8.32195,8.530175
226564_at,ZFAT,57623,6.23595,6.323325,6.2286,6.176875
226565_at,TMEM99,147184,7.69835,7.612275,7.625575,7.791275
226566_at,TRIM11,81559,6.29415,6.330825,6.494575,6.563975
226567_at,USP14,9097,8.8395,8.890225,8.6321,8.679475
226568_at,FAM102B,284611,6.87265,6.916,5.481425,6.043025
226569_s_at,CHTF18,63922,5.995025,6.01615,7.5107,7.61665
226570_at,ATP1B3,483,4.86525,4.79685,4.7497,4.80765
226571_s_at,PTPRS,5802,5.437925,5.651225,3.863725,3.73005
226572_at,SOCS7,30837,7.06,7.04375,6.939825,7.053375
226573_at,DIRAS1,148252,4.310825,4.421425,4.33085,4.472975
226574_at,PSPC1,55269,8.405175,8.430275,8.94065,8.9912
226575_at,ZNF462,58499,8.00705,7.833125,3.571225,3.35425
226576_at,ARHGAP26,23092,4.567425,4.50805,7.1361,7.305875
226577_at,PSEN1,5663,7.450525,7.5005,7.681825,7.64265
226578_s_at,DUSP1,1843,5.551625,5.53685,5.307725,5.460625
226579_at,NA,NA,7.96195,7.90445,7.442675,7.447125
226580_at,BRMS1L,84312,6.9072,6.866025,7.551125,7.60275
226581_at,ZFYVE20,64145,8.3362,8.322425,8.698975,8.71535
226582_at,LOC400043,400043,3.2853,3.1255,3.163775,3.213525
226583_at,C12orf76,400073,6.9122,6.878525,6.6371,6.5691
226584_s_at,FAM110A,83541,5.2603,5.32545,5.741675,5.7195
226585_at,NEIL2,252969,5.7875,5.93195,5.532175,5.477225
226586_at,ANKS6,203286,6.942825,7.0426,6.5344,6.7046
226587_at,SNRPN,6638,5.496575,5.704025,3.675525,3.947275
226588_at,CWC22,57703,7.607425,7.495975,8.211375,8.22265
226589_at,TMEM192,201931,6.3976,6.396,6.17625,6.0079
226590_at,ZNF618,114991,7.7538,7.874475,6.2272,5.915725
226591_at,SNRPN,6638,5.6447,5.99595,2.790075,2.612525
226592_at,ZNF618,114991,8.215,8.256475,6.423575,6.220875
226594_at,NA,NA,7.349,7.31165,7.2782,7.331725
226595_at,SNX21,90203,5.887,5.878075,5.89995,5.941275
226596_x_at,tcag7.903,729852,5.142,4.96835,6.2392,6.285125
226597_at,REEP6,92840,4.95895,5.077625,4.49625,4.3511
226598_s_at,GTPBP5,26164,6.59645,6.59345,6.782375,6.675975
226599_at,FHDC1,85462,4.724525,4.855025,4.62615,4.659225
226600_at,TMTC3,160418,8.358575,8.243425,8.725075,8.833825
226601_at,SLC30A7,148867,8.9569,8.947675,8.979325,8.8839
226602_s_at,NA,NA,7.710425,7.771875,8.07965,8.050775
226603_at,SAMD9L,219285,7.8671,7.52395,9.850425,9.0669
226604_at,TMTC3,160418,8.397925,8.3502,8.52655,8.6761
226605_at,DGKQ,1609,8.3418,8.2788,7.405225,7.127375
226606_s_at,GTPBP5,26164,6.310925,6.28445,6.23225,6.05235
226607_at,C20orf194,25943,8.40385,8.288275,7.940325,7.9105
226608_at,C16orf87,388272,6.6382,6.63815,7.049,7.034075
226609_at,DCBLD1,285761,8.941125,8.965575,7.945725,7.922325
226610_at,CENPV,201161,7.256575,7.45315,8.270325,8.56035
226611_s_at,CENPV,201161,6.928075,7.167725,7.95325,8.197225
226612_at,UBE2QL1,134111,2.896975,2.9109,2.4412,2.472
226613_at,NA,NA,5.2492,5.0643,4.68725,4.4931
226614_s_at,FAM167A,83648,4.78695,4.694175,4.743325,4.827625
226615_at,XPR1,9213,5.76755,5.784325,6.117775,6.304925
226616_s_at,NDUFV3,4731,8.850125,8.90285,9.21905,9.196975
226617_at,ARL5A,26225,9.7563,9.7608,8.45805,8.640875
226618_at,UBE2QL1,134111,3.619575,3.51825,3.575975,3.5978
226619_at,SENP1,29843,6.2173,6.305625,7.64425,7.62735
226620_x_at,DAZAP1,26528,9.79465,9.85135,10.128575,10.192225
226621_at,FGG,2266,6.97345,7.0196,9.242475,9.5012
226622_at,MUC20,200958,4.409775,4.646975,4.378525,4.31265
226623_at,PHYHIPL,84457,4.667975,4.607275,4.465175,4.654025
226624_at,NA,NA,7.2108,7.3423,7.3438,7.3418
226625_at,TGFBR3,7049,7.3624,7.033125,9.547775,9.470675
226626_at,THOC2,57187,8.2403,8.264775,8.8245,8.767075
226627_at,Sep-08,23176,6.55985,6.412275,5.989275,5.956925
226628_at,THOC2,57187,7.359825,7.3863,7.74625,7.69055
226629_at,SLC43A2,124935,6.784825,6.7735,6.357075,6.2437
226630_at,C14orf106,55320,6.750875,6.694975,8.07045,8.139125
226631_at,METTL10,399818,7.146825,7.09945,7.666175,7.727475
226632_at,CYGB,114757,4.096125,4.035175,6.2168,6.19015
226633_at,RAB8B,51762,9.911075,9.956875,10.866825,10.803275
226634_at,METTL10,399818,5.073025,5.0437,5.7603,5.903525
226635_at,LOC401504,401504,9.356375,9.262325,8.954525,8.9775
226636_at,PLD1,5337,8.188275,8.05195,7.353025,7.37875
226637_at,UBE2H,7328,5.677975,5.535,5.3815,5.246425
226638_at,ARHGAP23,57636,8.747675,8.68245,9.313175,9.096075
226639_at,SFT2D3,84826,7.14145,7.101775,7.015425,7.109175
226640_at,DAGLB,221955,5.909775,5.83505,6.227075,6.141775
226641_at,NA,NA,4.79195,4.576,5.39615,5.39535
226642_s_at,NUDCD2,134492,9.6685,9.7594,10.133,10.1872
226643_s_at,NUDCD2,134492,5.187575,5.223575,5.583875,5.76635
226644_at,MIB2,142678,5.16835,4.9876,4.8659,5.02615
226645_at,KLF2,10365,3.7119,3.738575,3.989325,3.94145
226646_at,KLF2,10365,5.13025,5.123125,5.4251,5.255075
226647_at,TMEM25,84866,6.131525,6.052525,6.43025,6.380925
226648_at,HIF1AN,55662,7.36235,7.430075,7.190425,7.233775
226649_at,PANK1,53354,5.64375,5.74495,6.695925,6.894025
226650_at,ZFAND2A,90637,8.680325,8.63575,8.59225,8.39805
226651_at,HOMER1,9456,6.091975,6.19805,4.575325,4.6028
226652_at,USP3,9960,6.88415,7.014475,6.685525,6.789
226653_at,MARK1,4139,4.3539,4.105525,2.64605,2.702775
226654_at,MUC12,10071,4.59745,4.790525,4.729325,4.668825
226655_at,STX17,55014,4.45275,4.754275,5.090425,4.801425
226656_at,CRTAP,10491,7.273525,7.439575,6.985625,7.1655
226657_at,C17orf103,256302,6.90725,6.824325,5.6691,5.774325
226658_at,PDPN,10630,3.597,3.4715,3.432925,3.603375
226659_at,DEF6,50619,3.383575,3.2968,4.288075,4.549275
226660_at,RPS6KB1,6198,8.73095,8.750475,9.025625,9.075625
226661_at,CDCA2,157313,7.152175,7.193525,9.049525,9.19615
226662_at,STX17,55014,6.29145,6.208025,6.90435,6.7108
226663_at,ANKRD10,55608,7.68795,7.68845,7.80925,7.691575
226664_at,TBC1D20,128637,5.928125,5.89635,5.861475,5.808625
226665_at,AHSA2,130872,8.3254,8.1631,6.368425,6.2228
226666_at,DAAM1,23002,8.37055,8.4851,8.726525,8.733825
226667_x_at,EPN1,29924,5.39145,5.40705,5.3638,5.413525
226668_at,WDSUB1,151525,7.1694,7.1346,8.110575,8.082175
226669_at,USP42,84132,7.698825,7.702,7.9051,7.800525
226670_s_at,PABPC1L,80336,5.515375,5.50795,8.33235,8.292725
226671_at,LAMP2,3920,8.368425,8.2973,7.7114,7.6988
226672_s_at,HDAC10,83933,4.95705,5.001575,4.8231,4.950825
226673_at,SH2D3C,10044,8.74705,8.8101,8.011775,7.914475
226674_at,SHISA4,149345,6.038275,5.964825,5.47835,5.461725
226675_s_at,MALAT1,378938,11.95515,11.745375,11.363575,11.131825
226676_at,ZNF521,25925,10.413025,10.4657,7.483325,7.25705
226677_at,ZNF521,25925,10.199,10.158925,7.0211,6.87795
226678_at,UNC13D,201294,5.20565,5.332675,5.346875,5.3076
226679_at,SLC26A11,284129,8.725875,8.656125,8.249175,8.23705
226680_at,IKZF5,64376,6.9,6.8287,7.339425,7.371025
226681_at,UBE2H,7328,5.096025,5.073775,5.0153,4.876825
226682_at,RORA,6095,7.6285,7.444625,3.116625,3.142325
226683_at,SNX18,112574,8.99645,8.98415,8.334625,8.326625
226684_at,ATG2B,55102,7.657725,7.773175,7.729175,7.845275
226685_at,SNTB2,6645,9.74075,9.695375,9.1226,9.2425
226686_at,CISD2,493856,7.22255,7.064275,7.4654,7.68685
226687_at,PRPF40A,55660,6.4218,6.618725,6.9975,7.138675
226688_at,C3orf23,285343,6.892825,6.880925,6.389475,6.2899
226689_at,CISD2,493856,7.86235,7.92975,8.19595,8.3397
226690_at,ADCYAP1R1,117,3.75865,3.97555,3.732325,3.83005
226691_at,TNRC18,84629,7.743525,7.683025,7.879425,7.9072
226692_at,SERF2,10169,8.537975,8.4703,8.011325,8.02125
226693_at,NA,NA,7.591325,7.4958,7.860125,7.786075
226694_at,NA,NA,11.419675,11.552075,11.51445,11.599075
226695_at,PRRX1,5396,4.3698,4.2234,3.77765,3.874675
226696_at,RBBP9,10741,7.91,8.009575,8.132525,8.207525
226697_at,FAM114A1,92689,9.4902,9.315275,8.519575,8.5913
226698_at,FCHSD1,89848,6.464825,6.3317,6.14255,6.019575
226699_at,FCHSD1,89848,4.711675,4.652975,4.625075,4.4734
226700_at,U2AF1L4,199746,4.79555,4.79585,5.31325,5.244
226701_at,GJA5,2702,2.569925,2.561775,2.33085,2.32995
226702_at,CMPK2,129607,4.89795,3.807175,12.23605,11.688825
226703_at,NEURL4,84461,6.199475,6.23245,6.160875,6.066275
226704_at,UBE2J2,118424,5.11885,5.092025,4.840825,4.936025
226705_at,FGFR1,2260,8.24645,8.268275,7.80335,7.804075
226706_at,NA,NA,6.879575,6.79815,6.3674,6.327875
226707_at,NAPRT1,93100,7.615875,7.564625,7.874425,7.9257
226708_at,NAPRT1,93100,3.86465,3.944675,3.84545,4.02795
226709_at,ROBO2,6092,2.87315,2.81595,2.568725,2.679125
226710_at,C8orf82,414919,8.006075,7.88885,7.129625,7.143325
226711_at,FOXN2,3344,8.2541,8.285325,8.97005,8.9163
226712_at,SSR1,6745,8.069,8.2112,7.238675,7.576925
226713_at,CCDC50,152137,7.44805,7.608875,8.609175,8.689525
226714_at,SAMD4B,55095,6.752575,6.850825,6.779875,6.7439
226715_at,FOXK1,221937,7.53925,7.542,8.09655,8.247975
226716_at,PRR12,57479,5.21175,5.253375,5.1564,5.245325
226717_at,LRTOMT,220074,5.283875,5.2528,5.023025,5.04305
226718_at,AMIGO1,57463,4.58905,4.590775,4.857775,5.03995
226719_at,NA,NA,7.08075,7.186525,7.468525,7.457925
226720_at,PWWP2A,114825,7.028375,7.1095,7.939625,7.8565
226721_at,DPY19L4,286148,8.15775,8.056675,8.520775,8.68525
226722_at,FAM20C,56975,8.454475,8.4757,8.01955,8.055425
226723_at,CCDC23,374969,8.47975,8.488025,8.113125,8.289075
226724_s_at,PSPC1,55269,4.432475,4.656175,4.547425,4.66335
226725_at,NA,NA,7.275125,7.2061,8.3428,7.731025
226726_at,MBOAT2,129642,7.03135,6.9859,7.542675,7.545725
226727_at,CISD3,284106,7.369925,7.27505,8.172075,8.174325
226728_at,SLC27A1,376497,7.027925,6.9841,6.352575,6.3706
226729_at,USP37,57695,5.302025,5.416325,7.2302,7.2019
226730_s_at,USP37,57695,6.095825,6.078425,7.842025,7.6825
226731_at,PELO,53918,3.462825,3.34285,7.0053,7.2348
226732_at,RBM33,155435,8.10055,8.10085,8.08205,8.107775
226733_at,PFKFB2,5208,3.904025,3.733825,3.733425,3.596525
226734_at,EIF4E2,9470,7.049675,7.19785,6.99105,6.831575
226735_at,TAPT1,202018,5.67315,5.67865,5.0604,5.140175
226736_at,CHURC1,91612,7.94335,7.922,8.0549,8.244575
226737_at,SLC25A42,284439,5.972525,5.995225,5.98635,5.982925
226738_at,WDR81,124997,7.3067,7.3955,7.816375,7.692225
226739_at,NA,NA,8.226525,8.333125,8.402625,8.369125
226740_x_at,NA,NA,10.668225,10.621375,10.70095,10.57815
226741_at,SLC12A6,9990,8.584975,8.526075,8.901375,8.8881
226742_at,NA,NA,8.646375,8.654875,9.152775,9.289375
226743_at,SLFN11,91607,8.3205,8.349075,8.89075,8.922475
226744_at,METT10D,79066,8.028275,8.113425,8.63835,8.58755
226745_at,CYP4V2,285440,4.217475,4.339925,4.020125,3.9243
226746_s_at,UBE4B,10277,4.829975,4.6538,4.499925,4.592925
226747_at,TXNDC16,57544,6.6338,6.573225,8.470375,8.721775
226748_at,LYSMD2,256586,8.40875,8.4135,8.737825,8.440475
226749_at,MRPS9,64965,8.1899,8.235475,8.602225,8.5795
226750_at,LARP1B,55132,6.64485,6.6973,6.9139,7.0873
226751_at,CNRIP1,25927,10.689975,10.678775,10.79035,10.88585
226752_at,FAM174A,345757,8.84415,8.773775,7.5267,7.5463
226753_at,FAM76B,143684,6.8816,6.833175,7.69055,7.634825
226754_at,ZNF251,90987,6.297825,6.4542,5.8935,5.8458
226755_at,LOC642587,642587,2.87835,2.88095,2.96055,2.68605
226756_at,NA,NA,9.655875,9.5684,8.22925,8.019375
226757_at,IFIT2,3433,6.365575,6.287,11.430925,10.84115
226758_at,LUC7L2,51631,8.49445,8.516975,8.2167,8.177875
226759_at,IKZF4,64375,5.6645,5.62455,5.483325,5.468775
226760_at,MBTPS2,51360,9.379175,9.3756,9.302325,9.390975
226761_at,IKZF4,64375,5.646225,5.68395,5.473375,5.5004
226762_at,PURB,5814,8.1174,8.297975,7.94415,8.32275
226763_at,SESTD1,91404,9.694125,9.612025,10.007425,9.96245
226764_at,ZNF827,152485,6.624175,6.7372,7.623975,7.1622
226765_at,SPTBN1,6711,6.53115,6.28645,6.3862,6.337875
226766_at,ROBO2,6092,2.26165,2.115025,2.1303,2.03555
226767_s_at,FAHD1,81889,8.948675,8.869225,8.2648,8.191625
226768_at,GIGYF1,64599,5.6737,5.8053,5.59355,5.685975
226769_at,FIBIN,387758,3.5643,3.794675,3.671525,3.72025
226770_at,MAGI3,260425,6.0429,5.915775,7.03685,6.99885
226771_at,ATP8B2,57198,9.691225,9.650375,9.517525,9.28405
226772_s_at,SAP30L,79685,3.85465,3.865125,3.972625,4.07605
226773_at,NA,NA,6.33385,6.3514,7.32855,7.03895
226774_at,FAM120B,84498,7.014875,7.02035,6.460625,6.461025
226775_at,ENY2,56943,7.1513,7.223025,7.6234,7.480075
226776_at,ENY2,56943,5.649425,5.75,6.2651,6.026625
226777_at,NA,NA,3.941325,3.831475,2.97795,3.14515
226778_at,C8orf42,157695,4.46065,4.06965,3.083175,3.001125
226779_at,NA,NA,7.584775,7.494725,8.304975,8.2643
226780_s_at,C7orf55,154791,8.220175,8.2321,8.427825,8.5129
226781_at,C7orf55,154791,7.801125,7.839475,8.157775,8.2179
226782_at,SLC25A30,253512,8.452375,8.325925,8.594325,8.27625
226783_at,AGXT2L2,85007,7.5578,7.441125,7.080425,7.08385
226784_at,TWISTNB,221830,8.42485,8.420625,8.19685,8.23535
226785_at,ATP11C,286410,9.523625,9.516875,9.73145,9.801125
226786_at,RFX1,5989,6.72575,6.7316,7.0369,6.938675
226787_at,ZNF18,7566,6.68385,6.5774,6.002675,6.12325
226788_at,THAP11,57215,3.3315,3.6821,3.44655,3.458325
226789_at,EMB,133418,2.946575,2.897175,2.855525,2.87275
226790_at,MORN2,729967,8.039425,8.052425,7.709875,7.8241
226791_at,KIFC2,90990,5.989525,5.787825,5.030575,4.988475
226792_s_at,KIFC2,90990,7.043125,6.912025,6.324375,6.2443
226793_at,LOC283267,283267,7.11155,7.129425,7.02845,7.11575
226794_at,STXBP5,134957,5.3939,5.3585,4.884325,4.6597
226795_at,LRCH1,23143,7.254325,7.20555,8.20655,8.105175
226796_at,ABHD15,116236,5.7333,5.660425,6.56245,6.4805
226797_at,MBTD1,54799,8.11405,8.17205,8.18395,8.304925
226798_at,BCL2L13,23786,6.1324,6.1827,6.182075,6.012975
226799_at,FGD6,55785,6.5945,6.599775,7.1448,7.025075
226800_at,EFCAB7,84455,6.5102,6.475025,7.20945,7.181075
226801_s_at,AIDA,64853,11.193975,11.097,11.697975,11.569625
226802_s_at,LOC96610,96610,6.898025,6.984675,6.700525,6.652325
226803_at,CHMP4C,92421,2.6973,2.763825,2.8696,3.0144
226804_at,FAM20A,54757,3.505375,3.54175,3.592725,3.4773
226805_at,NA,NA,7.04105,7.092025,6.13665,6.39815
226806_s_at,NFIA,4774,7.823575,7.982825,7.661375,7.973525
226807_at,ZFP1,162239,6.79705,6.851725,7.6935,7.77285
226808_at,ZNF862,643641,7.2622,7.070275,5.533075,5.472725
226809_at,LOC100216479,100216479,3.2175,3.04325,4.819625,5.7818
226810_at,OGFRL1,79627,8.279125,8.308925,8.80115,8.84875
226811_at,FAM46C,54855,4.22965,4.110575,3.03545,3.27545
226812_at,CNTF,1270,4.85205,4.788025,4.5981,4.783675
226813_at,C1orf57,84284,7.572025,7.687925,7.061675,7.224725
226814_at,ADAMTS9,56999,6.7725,6.823425,3.93645,3.87345
226815_at,C3orf31,132001,6.567,6.5928,6.397275,6.5218
226816_s_at,KIAA1143,57456,8.73395,8.768725,9.231075,9.400825
226817_at,DSC2,1824,3.7435,3.6795,3.765175,3.789
226818_at,MPEG1,219972,2.4365,2.473275,2.347475,2.439625
226819_at,NA,NA,5.714325,5.814125,6.1954,6.048975
226820_at,ZNF362,149076,8.7159,8.779075,8.034075,8.1454
226821_at,NA,NA,7.42865,7.4761,8.583,8.729775
226822_at,STOX2,56977,3.98815,3.981975,4.048675,3.9686
226823_at,PHACTR4,65979,9.35415,9.352925,9.6547,9.521425
226824_at,CPXM2,119587,5.11715,5.05195,4.822675,4.9003
226825_s_at,TMEM165,55858,9.716275,9.842275,9.491025,9.397125
226826_at,NA,NA,7.350225,7.2901,7.4365,7.40975
226827_at,TMEM165,55858,4.2879,4.21885,4.17605,4.11485
226828_s_at,HEYL,26508,3.4229,3.4893,3.381875,3.2911
226829_at,AFAP1L2,84632,2.82755,2.97525,3.006675,3.0725
226830_x_at,CHD2,1106,2.51145,2.38035,2.397325,2.533175
226831_at,SLC25A46,91137,8.70285,8.6465,8.7818,8.8462
226832_at,NA,NA,8.730225,8.75345,9.60435,9.71195
226833_at,CYB5D1,124637,6.327425,6.527625,6.0467,6.094925
226834_at,NA,NA,4.521025,4.50855,2.691725,2.60675
226835_s_at,C20orf199,441951,10.886225,10.916725,10.066,10.18845
